,LKW (S),Motorrad (L),PKW (S),Transporter (L),Transporter (S),PKW (L),Motorrad (S),Kleintransporter (S),LKW (L),Kleintransporter (L)
2023-02-20 14:00:00+00:00,0,0,65,1,28,0,1,0,0,0
2023-02-20 14:10:00+00:00,1,0,63,0,22,0,0,0,0,0
2023-02-20 14:20:00+00:00,0,0,50,0,22,0,1,0,0,0
2023-02-20 14:30:00+00:00,1,0,65,1,24,0,0,0,0,0
2023-02-20 14:40:00+00:00,6,0,57,1,31,0,0,1,0,0
2023-02-20 14:50:00+00:00,1,0,65,0,31,0,0,2,0,0
2023-02-20 15:00:00+00:00,0,0,62,0,32,0,2,0,0,0
2023-02-20 15:10:00+00:00,0,0,78,0,24,0,1,0,0,0
2023-02-20 15:20:00+00:00,0,1,81,0,18,0,0,0,0,0
2023-02-20 15:30:00+00:00,0,0,57,0,27,0,1,0,0,0
2023-02-20 15:40:00+00:00,1,0,67,0,20,0,0,0,0,0
2023-02-20 15:50:00+00:00,0,0,65,0,13,0,1,0,0,0
2023-02-20 16:00:00+00:00,0,0,71,0,25,0,2,0,0,0
2023-02-20 16:10:00+00:00,0,0,63,0,20,0,1,0,0,0
2023-02-20 16:20:00+00:00,0,0,87,0,16,0,0,0,0,0
2023-02-20 16:30:00+00:00,0,0,73,0,14,0,0,0,0,0
2023-02-20 16:40:00+00:00,0,0,62,0,17,0,1,0,0,0
2023-02-20 16:50:00+00:00,0,0,81,0,15,0,1,0,0,0
2023-02-20 17:00:00+00:00,0,0,64,0,9,0,0,0,0,0
2023-02-20 17:10:00+00:00,0,0,52,0,11,0,0,0,0,0
2023-02-20 17:20:00+00:00,0,0,58,0,15,0,0,0,0,0
2023-02-20 17:30:00+00:00,0,0,44,0,12,0,0,0,0,0
2023-02-20 17:40:00+00:00,2,0,52,0,16,0,1,0,0,0
2023-02-20 17:50:00+00:00,0,0,46,0,14,0,0,0,0,0
2023-02-20 18:00:00+00:00,0,0,44,1,14,0,1,0,0,0
2023-02-20 18:10:00+00:00,0,0,50,0,14,0,0,0,0,0
2023-02-20 18:20:00+00:00,2,0,51,0,6,1,1,1,0,0
2023-02-20 18:30:00+00:00,0,0,41,0,13,0,0,0,0,0
2023-02-20 18:40:00+00:00,0,0,33,0,5,0,0,0,0,0
2023-02-20 18:50:00+00:00,0,1,34,0,12,0,0,0,0,0
2023-02-20 19:00:00+00:00,0,0,39,0,7,0,0,0,0,0
2023-02-20 19:10:00+00:00,0,0,46,0,4,0,0,0,0,0
2023-02-20 19:20:00+00:00,0,0,28,0,7,0,0,0,0,0
2023-02-20 19:30:00+00:00,0,0,29,0,12,0,1,0,0,0
2023-02-20 19:40:00+00:00,0,0,17,0,9,0,0,0,0,0
2023-02-20 19:50:00+00:00,0,0,23,0,2,0,0,0,0,0
2023-02-20 20:00:00+00:00,0,0,28,0,6,0,0,0,0,0
2023-02-20 20:10:00+00:00,0,0,30,0,5,0,0,0,0,0
2023-02-20 20:20:00+00:00,0,0,17,0,4,0,0,0,0,0
2023-02-20 20:30:00+00:00,0,0,27,0,3,0,0,0,0,0
2023-02-20 20:40:00+00:00,0,0,20,0,4,0,0,0,0,0
2023-02-20 20:50:00+00:00,0,0,14,0,2,0,0,0,0,0
2023-02-20 21:00:00+00:00,0,0,11,0,5,0,0,0,0,0
2023-02-20 21:10:00+00:00,0,0,8,0,2,0,0,0,0,0
2023-02-20 21:20:00+00:00,0,0,22,0,3,0,0,0,0,0
2023-02-20 21:30:00+00:00,0,0,18,1,6,0,0,0,0,0
2023-02-20 21:40:00+00:00,0,0,14,0,3,0,0,0,0,0
2023-02-20 21:50:00+00:00,0,0,14,0,2,0,1,0,0,0
2023-02-20 22:00:00+00:00,1,0,10,0,3,0,0,0,0,0
2023-02-20 22:10:00+00:00,3,0,7,0,1,0,0,0,0,0
2023-02-20 22:20:00+00:00,0,0,8,0,2,0,0,0,0,0
2023-02-20 22:30:00+00:00,0,0,6,0,1,0,0,0,0,0
2023-02-20 22:40:00+00:00,0,0,12,0,2,0,0,0,0,0
2023-02-20 22:50:00+00:00,0,1,11,0,6,0,0,0,0,0
2023-02-20 23:00:00+00:00,0,0,16,1,3,0,0,0,0,0
2023-02-20 23:10:00+00:00,5,0,7,0,4,0,0,0,0,0
2023-02-20 23:20:00+00:00,1,0,7,0,0,0,0,0,0,0
2023-02-20 23:30:00+00:00,0,0,12,0,1,0,0,0,0,0
2023-02-20 23:40:00+00:00,0,0,2,0,1,0,0,0,0,0
2023-02-20 23:50:00+00:00,0,0,10,0,1,0,0,0,0,0
2023-02-21 00:00:00+00:00,0,0,1,0,2,0,0,0,0,0
2023-02-21 00:10:00+00:00,0,0,1,0,3,0,0,0,0,0
2023-02-21 00:20:00+00:00,0,0,7,0,0,0,0,0,0,0
2023-02-21 00:30:00+00:00,0,0,1,0,2,0,0,0,0,0
2023-02-21 00:40:00+00:00,0,0,5,0,1,1,0,0,0,0
2023-02-21 00:50:00+00:00,0,0,7,0,1,0,1,0,0,0
2023-02-21 01:00:00+00:00,0,0,6,0,0,0,0,0,0,0
2023-02-21 01:10:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-02-21 01:20:00+00:00,0,0,3,0,1,0,0,0,0,0
2023-02-21 01:30:00+00:00,0,0,2,0,1,0,0,0,0,0
2023-02-21 01:40:00+00:00,0,0,4,0,2,0,0,0,0,0
2023-02-21 01:50:00+00:00,0,0,3,0,4,0,0,0,0,0
2023-02-21 02:00:00+00:00,0,0,6,1,3,0,0,0,0,0
2023-02-21 02:10:00+00:00,0,0,5,0,1,0,0,0,0,0
2023-02-21 02:20:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-02-21 02:30:00+00:00,0,0,6,1,2,0,0,0,0,0
2023-02-21 02:40:00+00:00,0,0,6,0,2,0,0,0,0,0
2023-02-21 02:50:00+00:00,0,0,6,0,2,1,0,0,0,0
2023-02-21 03:00:00+00:00,0,0,11,0,2,1,0,0,0,0
2023-02-21 03:10:00+00:00,0,0,7,0,4,0,0,0,0,0
2023-02-21 03:20:00+00:00,0,0,8,0,1,0,0,0,0,0
2023-02-21 03:30:00+00:00,0,0,12,0,1,0,0,0,0,0
2023-02-21 03:40:00+00:00,0,0,20,0,1,0,0,0,0,0
2023-02-21 03:50:00+00:00,4,0,11,0,2,0,0,0,0,0
2023-02-21 04:00:00+00:00,5,0,13,0,3,0,0,1,0,0
2023-02-21 04:10:00+00:00,1,0,36,0,8,0,0,0,0,0
2023-02-21 04:20:00+00:00,0,0,73,0,12,0,0,0,0,0
2023-02-21 04:30:00+00:00,0,0,61,0,15,0,0,0,0,0
2023-02-21 04:40:00+00:00,1,0,67,0,10,0,0,0,0,0
2023-02-21 04:50:00+00:00,6,0,36,0,16,0,1,0,0,0
2023-02-21 05:00:00+00:00,0,1,51,0,8,0,0,0,0,0
2023-02-21 05:10:00+00:00,0,0,59,0,11,0,1,0,0,0
2023-02-21 05:20:00+00:00,0,0,57,0,19,0,0,0,0,0
2023-02-21 05:30:00+00:00,1,0,68,0,29,0,1,0,1,0
2023-02-21 05:40:00+00:00,0,0,89,0,32,0,0,0,0,0
2023-02-21 05:50:00+00:00,6,0,71,0,19,0,0,0,0,0
2023-02-21 06:00:00+00:00,1,0,89,0,27,0,0,0,0,0
2023-02-21 06:10:00+00:00,1,0,86,1,29,0,0,0,0,0
2023-02-21 06:20:00+00:00,1,0,92,0,29,1,0,0,0,0
2023-02-21 06:30:00+00:00,0,0,93,0,26,0,0,0,0,0
2023-02-21 06:40:00+00:00,0,0,92,0,26,0,0,0,0,0
2023-02-21 06:50:00+00:00,4,0,68,0,27,1,1,0,0,0
2023-02-21 07:00:00+00:00,1,0,82,0,20,1,0,0,0,0
2023-02-21 07:10:00+00:00,0,0,76,1,13,0,0,0,0,0
2023-02-21 07:20:00+00:00,0,0,57,0,26,0,1,0,0,0
2023-02-21 07:30:00+00:00,0,0,66,0,21,0,0,0,0,0
2023-02-21 07:40:00+00:00,0,0,75,1,19,0,0,0,0,0
2023-02-21 07:50:00+00:00,0,0,72,0,21,0,0,0,0,0
2023-02-21 08:00:00+00:00,0,0,59,0,21,0,0,0,0,0
2023-02-21 08:10:00+00:00,1,0,55,0,15,1,0,1,0,0
2023-02-21 08:20:00+00:00,0,0,56,0,17,0,2,0,0,0
2023-02-21 08:30:00+00:00,0,0,54,0,13,0,0,0,0,0
2023-02-21 08:40:00+00:00,0,0,69,0,15,0,0,0,0,0
2023-02-21 08:50:00+00:00,2,0,61,0,15,1,0,0,0,0
2023-02-21 09:00:00+00:00,0,0,55,0,9,1,3,0,0,0
2023-02-21 09:10:00+00:00,0,0,48,0,12,0,1,0,0,0
2023-02-21 09:20:00+00:00,5,0,46,0,11,1,1,3,0,0
2023-02-21 09:30:00+00:00,1,0,40,0,9,0,0,0,0,0
2023-02-21 09:40:00+00:00,0,0,50,0,11,0,1,0,0,0
2023-02-21 09:50:00+00:00,0,0,49,0,6,1,2,0,0,0
2023-02-21 10:00:00+00:00,0,0,41,0,11,1,2,0,0,0
2023-02-21 10:10:00+00:00,0,0,50,0,13,0,3,0,0,0
2023-02-21 10:20:00+00:00,0,0,54,0,10,0,0,1,0,0
2023-02-21 10:30:00+00:00,2,0,40,0,10,0,3,0,0,0
2023-02-21 10:40:00+00:00,0,0,49,0,12,1,0,0,0,0
2023-02-21 10:50:00+00:00,0,0,56,0,6,0,0,0,0,0
2023-02-21 11:00:00+00:00,0,0,47,1,10,1,0,0,0,0
2023-02-21 11:10:00+00:00,0,0,38,1,10,0,1,0,0,0
2023-02-21 11:20:00+00:00,0,0,41,0,9,0,1,0,0,0
2023-02-21 11:30:00+00:00,0,0,45,1,9,0,0,0,0,0
2023-02-21 11:40:00+00:00,0,0,63,0,3,1,0,0,0,0
2023-02-21 11:50:00+00:00,2,0,62,0,14,0,1,1,0,0
2023-02-21 12:00:00+00:00,4,0,58,0,13,0,1,0,0,1
2023-02-21 12:10:00+00:00,0,0,57,0,24,0,1,0,0,0
2023-02-21 12:20:00+00:00,0,0,56,0,17,0,0,0,1,0
2023-02-21 12:30:00+00:00,0,0,56,0,19,0,0,0,0,1
2023-02-21 12:40:00+00:00,0,0,49,1,18,0,1,0,0,0
2023-02-21 12:50:00+00:00,0,0,65,0,10,0,0,0,0,0
2023-02-21 13:00:00+00:00,1,0,48,0,21,1,0,0,0,0
2023-02-21 13:10:00+00:00,0,0,62,1,18,0,1,0,0,0
2023-02-21 13:20:00+00:00,0,0,72,0,15,0,0,0,0,0
2023-02-21 13:30:00+00:00,0,0,62,0,18,0,0,0,0,0
2023-02-21 13:40:00+00:00,1,0,44,0,13,0,0,0,0,0
2023-02-21 13:50:00+00:00,0,0,51,0,17,0,1,0,0,0
2023-02-21 14:00:00+00:00,0,0,64,0,19,1,1,0,0,0
2023-02-21 14:10:00+00:00,0,0,73,0,21,0,1,0,1,0
2023-02-21 14:20:00+00:00,0,0,55,0,23,0,1,0,0,0
2023-02-21 14:30:00+00:00,0,0,64,0,30,0,1,0,1,0
2023-02-21 14:40:00+00:00,0,0,91,0,36,0,0,0,0,0
2023-02-21 14:50:00+00:00,5,0,70,1,33,0,2,1,0,0
2023-02-21 15:00:00+00:00,0,0,63,1,27,1,1,0,0,0
2023-02-21 15:10:00+00:00,0,0,89,0,20,0,2,0,0,0
2023-02-21 15:20:00+00:00,0,0,88,0,16,0,1,0,0,0
2023-02-21 15:30:00+00:00,0,0,71,0,20,0,3,0,0,0
2023-02-21 15:40:00+00:00,0,0,69,0,17,0,2,0,0,0
2023-02-21 15:50:00+00:00,0,0,76,0,24,1,1,1,0,0
2023-02-21 16:00:00+00:00,0,0,67,0,20,0,0,0,0,0
2023-02-21 16:10:00+00:00,0,0,70,0,20,0,0,0,0,0
2023-02-21 16:20:00+00:00,2,0,82,0,17,0,1,0,0,0
2023-02-21 16:30:00+00:00,0,0,74,0,12,0,0,0,0,0
2023-02-21 16:40:00+00:00,0,0,67,0,19,0,1,0,0,0
2023-02-21 16:50:00+00:00,0,0,61,0,13,0,0,0,0,0
2023-02-21 17:00:00+00:00,0,0,71,0,16,0,0,0,0,0
2023-02-21 17:10:00+00:00,0,0,78,0,13,0,2,0,0,0
2023-02-21 17:20:00+00:00,0,0,56,0,19,0,0,0,0,0
2023-02-21 17:30:00+00:00,3,0,57,1,21,0,1,0,0,0
2023-02-21 17:40:00+00:00,0,0,74,1,9,0,0,0,0,0
2023-02-21 17:50:00+00:00,0,0,48,0,10,0,0,0,0,0
2023-02-21 18:00:00+00:00,0,0,47,0,9,0,0,0,0,0
2023-02-21 18:10:00+00:00,0,0,44,0,6,0,0,0,0,0
2023-02-21 18:20:00+00:00,0,0,50,0,10,1,0,0,0,0
2023-02-21 18:30:00+00:00,0,0,35,0,10,0,0,0,1,0
2023-02-21 18:40:00+00:00,0,0,42,0,4,0,0,0,0,0
2023-02-21 18:50:00+00:00,2,0,31,0,13,0,1,0,0,0
2023-02-21 19:00:00+00:00,0,0,27,0,6,0,0,0,0,0
2023-02-21 19:10:00+00:00,0,0,27,0,4,0,0,0,0,0
2023-02-21 19:20:00+00:00,0,0,38,0,5,0,2,0,0,0
2023-02-21 19:30:00+00:00,0,0,30,0,5,0,0,0,0,0
2023-02-21 19:40:00+00:00,0,0,40,0,7,0,0,0,0,0
2023-02-21 19:50:00+00:00,0,0,20,0,5,0,0,0,0,0
2023-02-21 20:00:00+00:00,0,0,18,0,9,0,1,0,0,0
2023-02-21 20:10:00+00:00,0,0,36,0,4,0,0,0,0,0
2023-02-21 20:20:00+00:00,0,0,25,0,2,0,0,0,0,0
2023-02-21 20:30:00+00:00,0,0,21,0,3,0,0,0,0,0
2023-02-21 20:40:00+00:00,0,0,22,0,5,0,0,0,0,0
2023-02-21 20:50:00+00:00,0,0,17,0,6,0,0,0,0,0
2023-02-21 21:00:00+00:00,0,0,11,0,3,0,0,0,0,0
2023-02-21 21:10:00+00:00,0,0,18,0,3,0,0,0,0,0
2023-02-21 21:20:00+00:00,0,0,25,0,4,0,0,0,0,0
2023-02-21 21:30:00+00:00,0,0,15,0,2,0,0,0,0,0
2023-02-21 21:40:00+00:00,0,0,21,0,4,0,0,0,0,0
2023-02-21 21:50:00+00:00,0,0,12,0,4,0,0,0,0,0
2023-02-21 22:00:00+00:00,0,0,10,0,0,0,0,0,0,0
2023-02-21 22:10:00+00:00,0,0,8,0,3,0,0,0,0,0
2023-02-21 22:20:00+00:00,1,0,15,0,3,0,0,2,0,0
2023-02-21 22:30:00+00:00,2,0,16,0,3,0,0,1,0,0
2023-02-21 22:40:00+00:00,0,0,17,0,2,0,0,0,0,0
2023-02-21 22:50:00+00:00,0,0,13,0,3,0,1,0,0,0
2023-02-21 23:00:00+00:00,0,0,8,0,2,1,0,0,0,0
2023-02-21 23:10:00+00:00,0,0,13,0,3,0,0,0,0,0
2023-02-21 23:20:00+00:00,0,0,8,0,3,0,0,0,0,0
2023-02-21 23:30:00+00:00,0,0,10,0,2,0,0,0,0,0
2023-02-21 23:40:00+00:00,0,0,6,0,1,0,0,0,0,0
2023-02-21 23:50:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-02-22 00:00:00+00:00,0,0,11,0,3,0,0,0,0,0
2023-02-22 00:10:00+00:00,2,0,4,0,0,0,0,1,0,0
2023-02-22 00:20:00+00:00,0,0,6,0,1,0,0,0,0,0
2023-02-22 00:30:00+00:00,0,0,7,0,1,0,0,0,0,0
2023-02-22 00:40:00+00:00,0,0,6,0,0,0,0,0,0,0
2023-02-22 00:50:00+00:00,0,0,1,0,0,0,0,0,0,0
2023-02-22 01:00:00+00:00,0,0,2,0,1,0,0,0,0,0
2023-02-22 01:10:00+00:00,0,0,2,0,0,0,0,0,0,0
2023-02-22 01:20:00+00:00,0,0,5,0,2,0,0,0,0,0
2023-02-22 01:40:00+00:00,0,0,0,0,0,0,2,0,0,0
2023-02-22 01:50:00+00:00,0,0,3,0,4,0,0,1,1,0
2023-02-22 02:00:00+00:00,1,0,3,0,0,0,0,0,0,0
2023-02-22 02:10:00+00:00,2,0,2,0,0,0,0,0,0,0
2023-02-22 02:20:00+00:00,6,0,1,0,2,0,0,0,0,0
2023-02-22 02:30:00+00:00,0,0,6,0,2,0,0,0,0,1
2023-02-22 02:40:00+00:00,0,0,6,0,3,0,0,0,0,1
2023-02-22 02:50:00+00:00,0,0,6,0,5,0,0,0,0,0
2023-02-22 03:00:00+00:00,0,0,13,0,1,0,0,0,0,0
2023-02-22 03:10:00+00:00,0,0,10,0,3,0,0,0,0,0
2023-02-22 03:20:00+00:00,0,0,8,0,1,0,0,0,0,0
2023-02-22 03:30:00+00:00,0,0,21,0,0,0,0,0,0,0
2023-02-22 03:40:00+00:00,0,0,22,0,2,0,0,0,0,0
2023-02-22 03:50:00+00:00,0,0,13,1,2,0,0,0,0,0
2023-02-22 04:00:00+00:00,0,0,23,0,5,0,0,0,0,0
2023-02-22 04:10:00+00:00,0,0,37,0,9,0,0,0,0,0
2023-02-22 04:20:00+00:00,0,0,68,0,10,1,1,0,1,0
2023-02-22 04:30:00+00:00,3,0,76,0,17,0,1,0,0,0
2023-02-22 04:40:00+00:00,0,0,63,0,16,0,3,0,0,0
2023-02-22 04:50:00+00:00,2,0,46,0,14,0,0,0,0,0
2023-02-22 05:00:00+00:00,0,0,58,0,8,0,0,0,1,0
2023-02-22 05:10:00+00:00,1,0,72,1,20,0,3,0,0,0
2023-02-22 05:20:00+00:00,1,0,70,0,14,0,1,0,0,0
2023-02-22 05:30:00+00:00,2,0,71,0,14,1,1,0,0,0
2023-02-22 05:40:00+00:00,0,0,87,0,32,0,0,0,0,0
2023-02-22 05:50:00+00:00,1,0,101,0,21,0,1,0,0,0
2023-02-22 06:00:00+00:00,0,1,94,0,20,0,0,0,0,0
2023-02-22 06:10:00+00:00,1,1,90,0,21,1,1,0,2,0
2023-02-22 06:20:00+00:00,0,0,108,0,19,0,1,1,0,0
2023-02-22 06:30:00+00:00,0,0,113,0,18,0,0,0,1,0
2023-02-22 06:40:00+00:00,1,0,97,0,29,1,1,0,0,0
2023-02-22 06:50:00+00:00,0,0,82,0,23,0,0,0,0,0
2023-02-22 07:00:00+00:00,5,0,100,0,21,0,4,0,0,0
2023-02-22 07:10:00+00:00,5,1,74,1,12,1,1,0,0,0
2023-02-22 07:20:00+00:00,1,0,83,0,17,0,0,0,0,0
2023-02-22 07:30:00+00:00,0,0,75,0,19,0,0,0,0,0
2023-02-22 07:40:00+00:00,0,0,85,0,21,0,0,0,1,1
2023-02-22 07:50:00+00:00,0,0,66,0,8,0,1,0,0,2
2023-02-22 08:00:00+00:00,4,0,41,0,19,0,1,0,0,0
2023-02-22 08:10:00+00:00,0,0,57,0,13,0,2,1,0,0
2023-02-22 08:20:00+00:00,0,0,59,0,25,0,1,0,0,0
2023-02-22 08:30:00+00:00,0,0,52,0,26,0,0,0,0,0
2023-02-22 08:40:00+00:00,0,0,69,0,10,0,0,0,0,0
2023-02-22 08:50:00+00:00,0,1,54,0,15,0,0,0,0,0
2023-02-22 09:00:00+00:00,0,0,62,0,11,0,0,0,0,0
2023-02-22 09:10:00+00:00,1,0,46,0,15,0,0,0,0,0
2023-02-22 09:20:00+00:00,0,0,52,1,14,0,3,0,0,0
2023-02-22 09:30:00+00:00,1,0,62,0,13,0,1,0,0,0
2023-02-22 09:40:00+00:00,3,0,50,0,12,0,0,0,0,0
2023-02-22 09:50:00+00:00,0,0,65,0,13,0,0,0,0,0
2023-02-22 10:00:00+00:00,0,0,42,0,14,0,1,0,0,0
2023-02-22 10:10:00+00:00,6,0,38,0,6,0,2,4,0,0
2023-02-22 10:20:00+00:00,0,0,45,0,12,0,0,0,0,0
2023-02-22 10:30:00+00:00,0,0,48,0,24,0,3,0,0,0
2023-02-22 10:40:00+00:00,2,0,58,0,21,0,1,0,1,0
2023-02-22 10:50:00+00:00,0,0,48,0,12,0,0,0,0,0
2023-02-22 11:00:00+00:00,1,0,42,0,9,0,2,0,0,0
2023-02-22 11:10:00+00:00,0,0,36,0,11,0,3,0,0,0
2023-02-22 11:20:00+00:00,0,0,53,0,14,0,2,0,0,0
2023-02-22 11:30:00+00:00,0,0,38,0,14,0,0,0,1,0
2023-02-22 11:40:00+00:00,0,0,61,0,7,0,0,0,0,0
2023-02-22 11:50:00+00:00,0,0,56,0,13,1,0,0,0,0
2023-02-22 12:00:00+00:00,0,0,61,0,12,0,0,0,0,0
2023-02-22 12:10:00+00:00,1,0,48,1,13,0,0,0,0,0
2023-02-22 12:20:00+00:00,0,0,63,1,16,0,1,0,0,0
2023-02-22 12:30:00+00:00,0,0,61,0,17,2,1,0,0,0
2023-02-22 12:40:00+00:00,3,1,49,0,14,0,1,5,0,0
2023-02-22 12:50:00+00:00,0,1,34,0,15,0,1,0,1,0
2023-02-22 13:00:00+00:00,0,0,48,0,17,0,3,0,0,0
2023-02-22 13:10:00+00:00,0,0,55,1,10,0,1,0,0,0
2023-02-22 13:20:00+00:00,0,0,59,1,19,0,2,0,0,0
2023-02-22 13:30:00+00:00,0,0,75,1,13,1,0,0,0,0
2023-02-22 13:40:00+00:00,0,0,58,0,27,0,1,0,0,0
2023-02-22 13:50:00+00:00,2,0,57,0,21,0,1,0,0,0
2023-02-22 14:00:00+00:00,0,0,67,0,25,0,1,0,0,0
2023-02-22 14:10:00+00:00,0,0,68,0,20,1,1,0,0,0
2023-02-22 14:20:00+00:00,1,1,69,0,22,0,0,0,0,0
2023-02-22 14:30:00+00:00,0,1,56,0,18,0,1,0,0,0
2023-02-22 14:40:00+00:00,0,0,71,0,27,0,0,0,0,0
2023-02-22 14:50:00+00:00,0,0,66,0,25,0,0,0,0,0
2023-02-22 15:00:00+00:00,4,0,73,0,27,0,3,0,0,0
2023-02-22 15:10:00+00:00,1,0,67,0,22,1,1,2,0,0
2023-02-22 15:20:00+00:00,0,0,92,0,27,1,2,0,0,0
2023-02-22 15:30:00+00:00,3,0,69,0,19,0,0,0,0,0
2023-02-22 15:40:00+00:00,0,0,61,0,23,0,0,0,0,0
2023-02-22 15:50:00+00:00,0,0,83,0,16,0,2,0,0,0
2023-02-22 16:00:00+00:00,0,0,76,0,15,0,1,0,0,0
2023-02-22 16:10:00+00:00,0,0,86,0,15,0,0,0,0,0
2023-02-22 16:20:00+00:00,1,0,80,0,19,0,1,0,0,0
2023-02-22 16:30:00+00:00,0,0,88,0,23,0,1,0,0,0
2023-02-22 16:40:00+00:00,0,0,76,0,13,0,1,0,0,0
2023-02-22 16:50:00+00:00,0,0,73,0,9,0,0,0,0,0
2023-02-22 17:00:00+00:00,0,0,46,0,12,0,1,0,0,0
2023-02-22 17:10:00+00:00,0,0,60,0,15,0,1,0,0,0
2023-02-22 17:20:00+00:00,0,0,64,1,16,0,0,0,0,0
2023-02-22 17:30:00+00:00,0,0,56,0,17,0,1,0,0,0
2023-02-22 17:40:00+00:00,0,1,67,0,12,0,0,0,0,0
2023-02-22 17:50:00+00:00,0,0,59,0,4,0,0,0,0,0
2023-02-22 18:00:00+00:00,0,0,50,0,6,0,1,0,0,0
2023-02-22 18:10:00+00:00,0,0,32,0,10,0,0,0,0,0
2023-02-22 18:20:00+00:00,0,0,39,0,9,0,2,0,0,0
2023-02-22 18:30:00+00:00,0,0,56,0,10,0,0,0,0,0
2023-02-22 18:40:00+00:00,0,0,38,0,11,0,3,0,0,0
2023-02-22 18:50:00+00:00,0,0,38,0,7,0,0,0,0,0
2023-02-22 19:00:00+00:00,0,0,33,0,4,0,0,0,0,0
2023-02-22 19:10:00+00:00,0,0,31,0,1,0,0,0,0,0
2023-02-22 19:20:00+00:00,0,0,36,1,10,1,0,0,0,0
2023-02-22 19:30:00+00:00,0,0,37,0,5,0,0,0,0,0
2023-02-22 19:40:00+00:00,0,0,21,0,7,1,1,0,0,0
2023-02-22 19:50:00+00:00,0,0,42,0,5,0,0,0,0,0
2023-02-22 20:00:00+00:00,0,0,26,0,5,0,0,0,0,0
2023-02-22 20:10:00+00:00,0,0,29,0,6,0,0,0,0,0
2023-02-22 20:20:00+00:00,0,0,24,0,9,0,1,0,0,0
2023-02-22 20:30:00+00:00,0,0,26,0,10,0,0,0,0,0
2023-02-22 20:40:00+00:00,0,0,30,0,0,0,0,0,0,0
2023-02-22 20:50:00+00:00,0,0,31,0,4,0,0,0,0,0
2023-02-22 21:00:00+00:00,0,0,28,0,6,0,0,0,0,0
2023-02-22 21:10:00+00:00,0,2,35,0,4,0,0,0,0,0
2023-02-22 21:20:00+00:00,0,0,25,2,2,0,0,0,0,0
2023-02-22 21:30:00+00:00,0,0,25,2,2,0,0,0,0,0
2023-02-22 21:40:00+00:00,0,0,28,0,1,0,0,0,0,0
2023-02-22 21:50:00+00:00,0,0,18,0,2,0,2,0,0,0
2023-02-22 22:00:00+00:00,0,0,14,0,2,0,1,0,0,0
2023-02-22 22:10:00+00:00,0,0,20,0,1,0,0,1,0,0
2023-02-22 22:20:00+00:00,0,0,19,0,1,0,0,0,0,0
2023-02-22 22:30:00+00:00,0,0,12,0,1,0,0,0,0,0
2023-02-22 22:40:00+00:00,0,0,17,0,2,0,0,0,0,0
2023-02-22 22:50:00+00:00,0,0,16,0,0,0,0,1,0,0
2023-02-22 23:00:00+00:00,2,0,12,0,2,0,0,0,0,0
2023-02-22 23:10:00+00:00,0,0,14,0,2,0,1,0,0,0
2023-02-22 23:20:00+00:00,1,0,11,0,3,0,0,0,0,0
2023-02-22 23:30:00+00:00,0,0,8,0,3,0,0,0,0,0
2023-02-22 23:40:00+00:00,0,0,8,0,1,1,0,0,0,0
2023-02-22 23:50:00+00:00,0,0,8,0,2,0,0,0,1,0
2023-02-23 00:00:00+00:00,0,0,4,0,3,0,0,0,0,0
2023-02-23 00:10:00+00:00,0,0,1,0,0,0,0,0,0,0
2023-02-23 00:20:00+00:00,1,0,7,0,1,0,0,0,1,0
2023-02-23 00:30:00+00:00,2,0,2,0,1,0,0,0,0,0
2023-02-23 00:40:00+00:00,1,0,5,0,3,0,0,0,0,0
2023-02-23 00:50:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-02-23 01:00:00+00:00,0,0,2,0,1,1,0,0,0,0
2023-02-23 01:10:00+00:00,0,0,5,0,1,0,0,0,0,0
2023-02-23 01:20:00+00:00,0,0,9,0,2,0,0,0,0,0
2023-02-23 01:30:00+00:00,0,0,4,0,0,0,0,0,0,0
2023-02-23 01:40:00+00:00,0,0,2,0,1,0,0,0,0,0
2023-02-23 01:50:00+00:00,0,0,6,0,0,1,0,0,0,0
2023-02-23 02:00:00+00:00,0,0,5,0,1,0,0,0,0,0
2023-02-23 02:10:00+00:00,0,0,5,0,2,0,0,0,0,0
2023-02-23 02:20:00+00:00,0,0,10,0,3,0,0,0,0,0
2023-02-23 02:30:00+00:00,0,0,8,0,1,1,0,0,0,0
2023-02-23 02:40:00+00:00,1,0,11,0,4,0,0,2,0,0
2023-02-23 02:50:00+00:00,0,0,8,0,1,0,0,0,0,0
2023-02-23 03:00:00+00:00,1,0,10,0,1,0,1,0,0,0
2023-02-23 03:10:00+00:00,1,0,7,0,1,1,0,2,0,0
2023-02-23 03:20:00+00:00,1,1,12,0,2,0,0,0,0,0
2023-02-23 03:30:00+00:00,1,0,12,1,1,0,0,0,0,0
2023-02-23 03:40:00+00:00,0,0,19,0,4,0,3,0,0,0
2023-02-23 03:50:00+00:00,1,0,19,0,4,0,0,0,0,0
2023-02-23 04:00:00+00:00,2,0,24,0,2,0,4,0,0,0
2023-02-23 04:10:00+00:00,0,0,34,0,2,0,3,0,0,0
2023-02-23 04:20:00+00:00,0,0,55,0,12,1,7,0,0,0
2023-02-23 04:30:00+00:00,1,0,70,0,11,1,10,0,0,0
2023-02-23 04:40:00+00:00,0,0,83,0,6,0,11,0,0,0
