Timestamp;Object_Id;Plausibilisiert 60min.Zählung Kfz[Fzg/h];dto_VehClass1Long.dto_VehClass1Long;.;dto_VehClass1Long.dto_VehClass1Long;dto_VehClass1Long.dto_VehClass1Long
16.09.2023 17:00;MQ 8.1 FLT Ri LU;730;;MQ 8.2 FLT Ri Neuhermsheim;550;
16.09.2023 18:00;MQ 8.1 FLT Ri LU;758;;MQ 8.2 FLT Ri Neuhermsheim;554;
16.09.2023 19:00;MQ 8.1 FLT Ri LU;717;;MQ 8.2 FLT Ri Neuhermsheim;507;
16.09.2023 20:00;MQ 8.1 FLT Ri LU;556;;MQ 8.2 FLT Ri Neuhermsheim;418;
16.09.2023 21:00;MQ 8.1 FLT Ri LU;487;;MQ 8.2 FLT Ri Neuhermsheim;356;
16.09.2023 22:00;MQ 8.1 FLT Ri LU;342;;MQ 8.2 FLT Ri Neuhermsheim;307;
16.09.2023 23:00;MQ 8.1 FLT Ri LU;333;;MQ 8.2 FLT Ri Neuhermsheim;277;
16.09.2023 23:59;MQ 8.1 FLT Ri LU;285;;MQ 8.2 FLT Ri Neuhermsheim;216;
17.09.2023 01:00;MQ 8.1 FLT Ri LU;233;;MQ 8.2 FLT Ri Neuhermsheim;187;
17.09.2023 02:00;MQ 8.1 FLT Ri LU;154;;MQ 8.2 FLT Ri Neuhermsheim;143;
17.09.2023 03:00;MQ 8.1 FLT Ri LU;91;;MQ 8.2 FLT Ri Neuhermsheim;65;
17.09.2023 04:00;MQ 8.1 FLT Ri LU;49;;MQ 8.2 FLT Ri Neuhermsheim;50;
17.09.2023 05:00;MQ 8.1 FLT Ri LU;63;;MQ 8.2 FLT Ri Neuhermsheim;59;
17.09.2023 06:00;MQ 8.1 FLT Ri LU;68;;MQ 8.2 FLT Ri Neuhermsheim;90;
17.09.2023 07:00;MQ 8.1 FLT Ri LU;73;;MQ 8.2 FLT Ri Neuhermsheim;79;
17.09.2023 08:00;MQ 8.1 FLT Ri LU;85;;MQ 8.2 FLT Ri Neuhermsheim;88;
17.09.2023 09:00;MQ 8.1 FLT Ri LU;146;;MQ 8.2 FLT Ri Neuhermsheim;141;
17.09.2023 10:00;MQ 8.1 FLT Ri LU;317;;MQ 8.2 FLT Ri Neuhermsheim;281;
17.09.2023 11:00;MQ 8.1 FLT Ri LU;396;;MQ 8.2 FLT Ri Neuhermsheim;400;
17.09.2023 12:00;MQ 8.1 FLT Ri LU;434;;MQ 8.2 FLT Ri Neuhermsheim;480;
17.09.2023 13:00;MQ 8.1 FLT Ri LU;493;;MQ 8.2 FLT Ri Neuhermsheim;488;
17.09.2023 14:00;MQ 8.1 FLT Ri LU;555;;MQ 8.2 FLT Ri Neuhermsheim;471;
17.09.2023 15:00;MQ 8.1 FLT Ri LU;540;;MQ 8.2 FLT Ri Neuhermsheim;475;
17.09.2023 16:00;MQ 8.1 FLT Ri LU;579;;MQ 8.2 FLT Ri Neuhermsheim;484;
17.09.2023 17:00;MQ 8.1 FLT Ri LU;595;;MQ 8.2 FLT Ri Neuhermsheim;538;
17.09.2023 18:00;MQ 8.1 FLT Ri LU;585;;MQ 8.2 FLT Ri Neuhermsheim;704;
17.09.2023 19:00;MQ 8.1 FLT Ri LU;605;;MQ 8.2 FLT Ri Neuhermsheim;576;
17.09.2023 20:00;MQ 8.1 FLT Ri LU;559;;MQ 8.2 FLT Ri Neuhermsheim;452;
17.09.2023 21:00;MQ 8.1 FLT Ri LU;410;;MQ 8.2 FLT Ri Neuhermsheim;374;
17.09.2023 22:00;MQ 8.1 FLT Ri LU;578;;MQ 8.2 FLT Ri Neuhermsheim;263;
17.09.2023 23:00;MQ 8.1 FLT Ri LU;443;;MQ 8.2 FLT Ri Neuhermsheim;171;
17.09.2023 23:59;MQ 8.1 FLT Ri LU;172;;MQ 8.2 FLT Ri Neuhermsheim;93;
18.09.2023 01:00;MQ 8.1 FLT Ri LU;88;;MQ 8.2 FLT Ri Neuhermsheim;64;
18.09.2023 02:00;MQ 8.1 FLT Ri LU;30;;MQ 8.2 FLT Ri Neuhermsheim;36;
18.09.2023 03:00;MQ 8.1 FLT Ri LU;27;;MQ 8.2 FLT Ri Neuhermsheim;41;
18.09.2023 04:00;MQ 8.1 FLT Ri LU;27;;MQ 8.2 FLT Ri Neuhermsheim;69;
18.09.2023 05:00;MQ 8.1 FLT Ri LU;100;;MQ 8.2 FLT Ri Neuhermsheim;138;
18.09.2023 06:00;MQ 8.1 FLT Ri LU;557;;MQ 8.2 FLT Ri Neuhermsheim;349;
18.09.2023 07:00;MQ 8.1 FLT Ri LU;823;;MQ 8.2 FLT Ri Neuhermsheim;648;
18.09.2023 08:00;MQ 8.1 FLT Ri LU;1.372,00;;MQ 8.2 FLT Ri Neuhermsheim;914;
18.09.2023 09:00;MQ 8.1 FLT Ri LU;1.303,00;;MQ 8.2 FLT Ri Neuhermsheim;823;
18.09.2023 10:00;MQ 8.1 FLT Ri LU;925;;MQ 8.2 FLT Ri Neuhermsheim;628;
18.09.2023 11:00;MQ 8.1 FLT Ri LU;711;;MQ 8.2 FLT Ri Neuhermsheim;539;
18.09.2023 12:00;MQ 8.1 FLT Ri LU;684;;MQ 8.2 FLT Ri Neuhermsheim;609;
18.09.2023 13:00;MQ 8.1 FLT Ri LU;731;;MQ 8.2 FLT Ri Neuhermsheim;586;
18.09.2023 14:00;MQ 8.1 FLT Ri LU;770;;MQ 8.2 FLT Ri Neuhermsheim;681;
18.09.2023 15:00;MQ 8.1 FLT Ri LU;819;;MQ 8.2 FLT Ri Neuhermsheim;922;
18.09.2023 16:00;MQ 8.1 FLT Ri LU;839;;MQ 8.2 FLT Ri Neuhermsheim;977;
18.09.2023 17:00;MQ 8.1 FLT Ri LU;999;;MQ 8.2 FLT Ri Neuhermsheim;1.151,00;
18.09.2023 18:00;MQ 8.1 FLT Ri LU;935;;MQ 8.2 FLT Ri Neuhermsheim;1.053,00;
18.09.2023 19:00;MQ 8.1 FLT Ri LU;808;;MQ 8.2 FLT Ri Neuhermsheim;684;
18.09.2023 20:00;MQ 8.1 FLT Ri LU;574;;MQ 8.2 FLT Ri Neuhermsheim;426;
18.09.2023 21:00;MQ 8.1 FLT Ri LU;388;;MQ 8.2 FLT Ri Neuhermsheim;290;
18.09.2023 22:00;MQ 8.1 FLT Ri LU;387;;MQ 8.2 FLT Ri Neuhermsheim;264;
18.09.2023 23:00;MQ 8.1 FLT Ri LU;261;;MQ 8.2 FLT Ri Neuhermsheim;282;
18.09.2023 23:59;MQ 8.1 FLT Ri LU;135;;MQ 8.2 FLT Ri Neuhermsheim;105;
19.09.2023 01:00;MQ 8.1 FLT Ri LU;57;;MQ 8.2 FLT Ri Neuhermsheim;67;
19.09.2023 02:00;MQ 8.1 FLT Ri LU;48;;MQ 8.2 FLT Ri Neuhermsheim;50;
19.09.2023 03:00;MQ 8.1 FLT Ri LU;35;;MQ 8.2 FLT Ri Neuhermsheim;28;
19.09.2023 04:00;MQ 8.1 FLT Ri LU;31;;MQ 8.2 FLT Ri Neuhermsheim;79;
19.09.2023 05:00;MQ 8.1 FLT Ri LU;104;;MQ 8.2 FLT Ri Neuhermsheim;140;
19.09.2023 06:00;MQ 8.1 FLT Ri LU;553;;MQ 8.2 FLT Ri Neuhermsheim;381;
19.09.2023 07:00;MQ 8.1 FLT Ri LU;893;;MQ 8.2 FLT Ri Neuhermsheim;670;
19.09.2023 08:00;MQ 8.1 FLT Ri LU;1.469,00;;MQ 8.2 FLT Ri Neuhermsheim;963;
19.09.2023 09:00;MQ 8.1 FLT Ri LU;1.502,00;;MQ 8.2 FLT Ri Neuhermsheim;893;
19.09.2023 10:00;MQ 8.1 FLT Ri LU;960;;MQ 8.2 FLT Ri Neuhermsheim;671;
19.09.2023 11:00;MQ 8.1 FLT Ri LU;733;;MQ 8.2 FLT Ri Neuhermsheim;579;
19.09.2023 12:00;MQ 8.1 FLT Ri LU;665,5;;MQ 8.2 FLT Ri Neuhermsheim;554,5;
19.09.2023 13:00;MQ 8.1 FLT Ri LU;681,8;;MQ 8.2 FLT Ri Neuhermsheim;590,9;
19.09.2023 14:00;MQ 8.1 FLT Ri LU;0;nOk;MQ 8.2 FLT Ri Neuhermsheim;0;nOk
