,PKW (S),Transporter (S),Fahrräder,Transporter (R),Kleintransporter (R),Kleintransporter (S),Motorrad (R),LKW (R),Motorrad (S),PKW (R),LKW (S)
2023-05-10 07:30:00+00:00,113,25,8,3,0,1,0,3,5,29,1
2023-05-10 07:40:00+00:00,111,34,8,2,1,1,0,2,4,48,1
2023-05-10 07:50:00+00:00,121,33,6,2,1,0,0,3,5,42,0
2023-05-10 08:00:00+00:00,134,37,8,2,0,0,0,2,13,47,0
2023-05-10 08:10:00+00:00,104,31,10,7,0,0,0,1,6,45,2
2023-05-10 08:20:00+00:00,96,33,16,3,0,0,0,0,7,45,1
2023-05-10 08:30:00+00:00,110,31,14,2,0,0,0,1,8,45,0
2023-05-10 08:40:00+00:00,102,23,9,2,2,5,0,1,9,38,0
2023-05-10 08:50:00+00:00,100,28,6,4,0,1,0,2,9,28,0
2023-05-10 09:00:00+00:00,119,23,6,1,0,0,0,0,2,51,0
2023-05-10 09:10:00+00:00,103,17,11,4,0,0,0,6,4,42,2
2023-05-10 09:20:00+00:00,94,16,6,3,0,1,0,2,2,36,1
2023-05-10 09:30:00+00:00,100,17,8,2,1,2,0,2,3,44,0
2023-05-10 09:40:00+00:00,94,21,8,1,0,3,0,3,4,47,1
2023-05-10 09:50:00+00:00,88,25,14,0,0,1,0,1,1,43,0
2023-05-10 10:00:00+00:00,97,37,9,1,0,2,0,5,11,41,1
2023-05-10 10:10:00+00:00,97,15,12,1,1,2,2,2,3,28,0
2023-05-10 10:20:00+00:00,91,24,6,1,0,1,0,3,2,47,0
2023-05-10 10:30:00+00:00,65,16,8,4,0,0,0,0,1,29,1
2023-05-10 10:40:00+00:00,61,15,9,2,1,0,0,2,3,20,2
2023-05-10 10:50:00+00:00,93,22,5,0,0,0,0,1,3,31,1
2023-05-10 11:00:00+00:00,103,15,5,0,0,3,0,1,2,47,5
2023-05-10 11:10:00+00:00,94,7,14,2,0,1,0,1,6,52,0
2023-05-10 11:20:00+00:00,98,10,5,2,0,1,0,4,3,40,0
2023-05-10 11:30:00+00:00,98,22,13,0,0,1,1,0,4,42,0
2023-05-10 11:40:00+00:00,103,19,8,1,0,2,0,1,1,41,1
2023-05-10 11:50:00+00:00,90,24,13,0,0,0,1,4,3,38,0
2023-05-10 12:00:00+00:00,101,18,10,0,0,3,0,0,2,36,1
2023-05-10 12:10:00+00:00,100,20,7,0,0,1,0,4,4,33,0
2023-05-10 12:20:00+00:00,81,23,7,2,0,1,0,1,2,37,0
2023-05-10 12:30:00+00:00,97,20,11,1,1,1,0,3,1,39,1
2023-05-10 12:40:00+00:00,107,14,10,0,0,1,0,0,1,40,1
2023-05-10 12:50:00+00:00,106,23,6,0,1,2,0,1,5,53,0
2023-05-10 13:00:00+00:00,114,25,15,1,0,3,0,1,5,35,1
2023-05-10 13:10:00+00:00,105,25,12,0,0,0,0,0,10,48,0
2023-05-10 13:20:00+00:00,115,12,7,1,0,0,0,0,2,44,1
2023-05-10 13:30:00+00:00,103,19,9,0,0,1,0,1,6,56,0
2023-05-10 13:40:00+00:00,93,19,7,4,0,0,0,3,3,53,0
2023-05-10 13:50:00+00:00,114,30,11,0,0,0,0,1,2,45,0
2023-05-10 14:00:00+00:00,114,30,12,0,0,0,0,1,2,45,0
2023-05-10 14:10:00+00:00,113,13,9,0,0,1,0,4,5,52,1
2023-05-10 14:20:00+00:00,101,25,15,1,0,1,1,0,4,36,0
2023-05-10 14:30:00+00:00,127,14,11,2,0,0,0,0,3,35,1
2023-05-10 14:40:00+00:00,128,20,8,2,0,2,0,1,2,53,1
2023-05-10 14:50:00+00:00,123,23,10,1,0,1,0,2,8,48,2
2023-05-10 15:00:00+00:00,117,21,21,0,0,0,0,2,5,47,2
2023-05-10 15:10:00+00:00,118,18,7,2,0,0,0,1,3,46,1
2023-05-10 15:20:00+00:00,114,24,9,0,0,0,0,2,2,49,0
2023-05-10 15:30:00+00:00,119,13,13,0,0,0,0,3,2,48,1
2023-05-10 15:40:00+00:00,114,33,18,1,0,0,0,3,5,43,0
2023-05-10 15:50:00+00:00,109,23,7,1,0,0,0,2,5,57,1
2023-05-10 16:00:00+00:00,119,20,7,0,0,0,0,0,2,51,0
2023-05-10 16:10:00+00:00,123,10,4,0,0,1,0,4,1,56,1
2023-05-10 16:20:00+00:00,107,14,5,0,0,0,0,1,1,40,0
2023-05-10 16:30:00+00:00,87,19,6,0,0,1,0,0,2,40,1
2023-05-10 16:40:00+00:00,98,19,10,0,0,0,0,3,4,52,0
2023-05-10 16:50:00+00:00,81,14,12,0,0,0,0,3,2,41,1
2023-05-10 17:00:00+00:00,89,21,5,0,0,1,0,3,6,35,3
2023-05-10 17:10:00+00:00,87,17,4,1,0,0,0,0,4,36,0
2023-05-10 17:20:00+00:00,75,14,6,1,0,1,0,0,1,30,1
2023-05-10 17:30:00+00:00,65,18,6,0,0,0,0,6,2,27,0
2023-05-10 17:40:00+00:00,75,15,11,1,0,2,0,7,1,44,0
2023-05-10 17:50:00+00:00,78,15,8,1,0,1,0,2,2,36,0
2023-05-10 18:00:00+00:00,71,14,13,0,1,0,0,2,2,38,0
2023-05-10 18:10:00+00:00,77,12,5,0,0,0,0,0,5,38,0
2023-05-10 18:20:00+00:00,54,10,7,0,0,0,0,2,2,29,0
2023-05-10 18:30:00+00:00,77,6,4,0,0,0,0,2,1,27,0
2023-05-10 18:40:00+00:00,48,11,6,1,0,0,0,0,1,25,0
2023-05-10 18:50:00+00:00,54,11,3,1,0,0,0,0,0,24,1
2023-05-10 19:00:00+00:00,54,11,6,1,0,0,0,0,0,24,1
2023-05-10 19:10:00+00:00,50,7,9,0,0,0,0,0,1,33,0
2023-05-10 19:20:00+00:00,58,14,9,0,0,0,0,1,0,17,0
2023-05-10 19:30:00+00:00,55,5,3,1,0,2,0,3,2,15,1
2023-05-10 19:40:00+00:00,44,12,2,0,0,0,0,1,1,23,0
2023-05-10 19:50:00+00:00,49,11,7,1,0,0,0,0,1,19,0
2023-05-10 20:00:00+00:00,44,9,7,0,0,0,0,1,3,15,1
2023-05-10 20:10:00+00:00,35,7,4,0,0,0,0,0,2,13,0
2023-05-10 20:20:00+00:00,44,16,7,0,0,0,0,0,1,23,1
2023-05-10 20:30:00+00:00,37,9,4,0,0,0,0,4,3,14,0
2023-05-10 20:40:00+00:00,42,5,3,1,0,0,1,0,1,22,0
2023-05-10 20:50:00+00:00,29,5,0,0,0,0,0,1,2,18,0
2023-05-10 21:00:00+00:00,31,1,2,1,0,0,0,1,1,10,0
2023-05-10 21:10:00+00:00,26,1,5,0,0,0,0,1,1,10,0
2023-05-10 21:20:00+00:00,22,1,3,0,0,0,0,0,0,15,0
2023-05-10 21:30:00+00:00,37,4,4,0,0,0,0,0,0,18,0
2023-05-10 21:40:00+00:00,28,1,3,0,0,1,0,0,0,12,1
2023-05-10 21:50:00+00:00,15,5,1,1,0,0,0,0,0,7,0
2023-05-10 22:00:00+00:00,23,3,1,0,0,1,0,0,1,6,1
2023-05-10 22:10:00+00:00,18,1,4,0,0,0,0,0,0,2,0
2023-05-10 22:20:00+00:00,10,2,0,0,0,1,0,0,1,4,0
2023-05-10 22:30:00+00:00,8,4,3,0,0,0,0,0,1,7,0
2023-05-10 22:40:00+00:00,11,1,1,0,0,0,0,0,0,3,0
2023-05-10 22:50:00+00:00,9,6,0,0,0,0,0,0,1,4,0
2023-05-10 23:10:00+00:00,9,3,0,1,0,0,0,0,0,2,0
2023-05-10 23:20:00+00:00,9,1,2,0,0,0,0,0,0,2,0
2023-05-10 23:30:00+00:00,5,0,2,1,0,1,0,0,1,2,1
2023-05-10 23:40:00+00:00,3,1,1,0,0,1,0,0,0,1,1
2023-05-10 23:50:00+00:00,4,1,1,0,0,0,0,0,1,3,4
2023-05-11 00:00:00+00:00,6,2,0,0,0,0,0,0,0,1,0
2023-05-11 00:10:00+00:00,5,1,0,1,0,0,0,0,1,4,0
2023-05-11 00:20:00+00:00,2,4,0,1,0,0,0,0,1,2,0
2023-05-11 00:30:00+00:00,4,0,0,0,0,0,0,0,0,3,0
2023-05-11 00:40:00+00:00,1,2,0,1,0,0,0,0,0,1,0
2023-05-11 00:50:00+00:00,4,2,2,0,0,0,0,0,0,1,1
2023-05-11 01:00:00+00:00,3,2,0,0,0,0,1,0,0,1,0
2023-05-11 01:10:00+00:00,4,1,0,0,0,0,0,0,1,2,0
2023-05-11 01:20:00+00:00,5,2,1,0,0,0,0,0,0,2,0
2023-05-11 01:30:00+00:00,8,2,0,0,0,0,0,0,0,0,0
2023-05-11 01:40:00+00:00,7,1,0,0,0,0,0,0,0,5,0
2023-05-11 01:50:00+00:00,2,1,2,0,0,0,0,0,1,1,0
2023-05-11 02:00:00+00:00,3,0,0,0,0,0,0,1,0,2,0
2023-05-11 02:10:00+00:00,4,4,0,0,0,0,0,0,0,2,2
2023-05-11 02:20:00+00:00,6,1,0,1,0,0,0,0,0,2,0
2023-05-11 02:30:00+00:00,4,1,0,0,0,1,0,1,0,1,0
2023-05-11 02:40:00+00:00,12,0,0,0,0,0,0,0,1,4,0
2023-05-11 02:50:00+00:00,11,0,1,0,0,1,0,0,1,5,0
2023-05-11 03:00:00+00:00,11,0,0,0,0,1,0,0,2,2,0
2023-05-11 03:10:00+00:00,16,3,0,1,0,0,0,0,0,11,0
2023-05-11 03:20:00+00:00,11,4,3,1,0,0,0,0,1,8,0
2023-05-11 03:30:00+00:00,24,9,5,0,0,1,1,0,0,14,1
2023-05-11 03:40:00+00:00,38,6,1,0,0,0,0,0,1,18,0
2023-05-11 03:50:00+00:00,37,6,2,1,0,0,1,0,1,18,1
2023-05-11 04:00:00+00:00,47,5,1,2,0,0,1,0,1,35,0
2023-05-11 04:10:00+00:00,41,13,4,0,1,0,1,0,1,32,0
2023-05-11 04:20:00+00:00,35,9,0,3,0,0,0,3,1,22,0
2023-05-11 04:30:00+00:00,56,19,4,2,0,0,0,2,2,29,0
2023-05-11 04:40:00+00:00,59,9,5,0,0,2,0,1,1,39,1
2023-05-11 04:50:00+00:00,74,14,10,3,0,1,0,2,1,28,1
2023-05-11 05:00:00+00:00,88,24,0,2,1,0,0,5,2,39,1
2023-05-11 05:10:00+00:00,88,24,5,2,1,0,0,5,2,39,1
2023-05-11 05:20:00+00:00,85,21,5,0,1,1,0,1,2,36,0
2023-05-11 05:30:00+00:00,97,25,12,0,2,0,0,0,2,37,1
2023-05-11 05:40:00+00:00,134,24,9,4,0,2,1,1,4,52,1
2023-05-11 05:50:00+00:00,141,49,12,3,1,0,0,3,6,65,0
2023-05-11 06:00:00+00:00,106,34,12,1,1,0,1,1,8,49,2
2023-05-11 06:10:00+00:00,118,45,14,1,0,0,0,4,7,49,4
2023-05-11 06:20:00+00:00,138,45,13,1,0,1,0,3,3,64,1
2023-05-11 06:30:00+00:00,133,35,12,1,1,1,0,0,4,48,0
2023-05-11 06:40:00+00:00,139,27,21,3,0,0,0,3,6,43,0
2023-05-11 06:50:00+00:00,65,19,6,0,0,3,0,2,3,23,1
2023-05-11 07:00:00+00:00,128,32,10,2,0,3,0,5,6,63,0
2023-05-11 07:10:00+00:00,99,32,11,2,0,3,0,3,2,45,1
2023-05-11 07:20:00+00:00,111,20,9,1,1,2,0,4,3,40,1
2023-05-11 07:30:00+00:00,89,30,15,1,0,0,0,3,7,46,0
2023-05-11 07:40:00+00:00,92,31,9,2,1,2,0,0,4,53,1
2023-05-11 07:50:00+00:00,114,34,8,2,0,2,1,2,7,48,0
2023-05-11 08:00:00+00:00,121,19,15,1,0,2,0,2,3,44,1
2023-05-11 08:10:00+00:00,109,27,9,2,0,1,1,4,4,53,0
2023-05-11 08:20:00+00:00,116,20,9,1,0,0,0,3,5,45,1
2023-05-11 08:30:00+00:00,73,22,12,2,1,2,0,4,5,35,1
2023-05-11 08:40:00+00:00,122,21,11,1,0,0,1,0,6,44,0
2023-05-11 08:50:00+00:00,131,22,10,3,0,1,0,2,5,40,0
2023-05-11 09:00:00+00:00,99,27,4,1,0,3,1,1,5,55,1
2023-05-11 09:10:00+00:00,113,15,6,0,1,4,0,0,5,56,2
2023-05-11 09:20:00+00:00,115,15,13,6,0,0,0,4,1,28,1
2023-05-11 09:30:00+00:00,74,25,9,2,1,1,0,1,2,39,1
2023-05-11 09:40:00+00:00,82,15,14,1,1,1,0,6,3,40,1
2023-05-11 09:50:00+00:00,83,26,11,1,1,3,0,1,5,32,0
2023-05-11 10:00:00+00:00,107,21,8,2,1,4,0,2,8,36,2
2023-05-11 10:10:00+00:00,86,12,9,4,1,1,0,2,6,45,2
2023-05-11 10:20:00+00:00,106,16,11,4,0,0,0,3,5,36,0
2023-05-11 10:30:00+00:00,88,28,5,2,0,0,0,0,0,37,0
2023-05-11 10:40:00+00:00,86,18,4,2,0,2,0,1,4,39,1
2023-05-11 10:50:00+00:00,105,18,4,1,0,1,0,1,3,40,2
2023-05-11 11:00:00+00:00,99,19,9,0,0,1,0,0,1,48,0
2023-05-11 11:10:00+00:00,93,20,7,3,1,1,0,5,7,42,0
2023-05-11 11:20:00+00:00,83,17,6,2,1,1,0,1,5,36,5
2023-05-11 11:30:00+00:00,106,32,16,1,0,0,0,3,4,45,0
2023-05-11 11:40:00+00:00,87,21,7,1,0,1,0,1,5,52,1
2023-05-11 11:50:00+00:00,104,18,11,0,0,2,0,0,4,48,1
2023-05-11 12:00:00+00:00,116,22,8,0,0,1,1,3,4,43,1
2023-05-11 12:10:00+00:00,105,18,7,0,1,1,1,2,5,56,1
2023-05-11 12:20:00+00:00,119,29,7,1,0,3,0,1,7,52,2
2023-05-11 12:30:00+00:00,102,29,12,2,0,0,0,1,7,44,0
2023-05-11 12:40:00+00:00,119,21,16,0,1,0,0,2,8,48,0
2023-05-11 12:50:00+00:00,115,30,13,2,0,1,0,5,7,53,1
2023-05-11 13:00:00+00:00,131,16,11,0,0,1,0,0,7,38,0
2023-05-11 13:10:00+00:00,100,27,16,4,0,1,0,0,8,57,1
2023-05-11 13:20:00+00:00,118,13,9,0,0,1,0,4,7,52,0
2023-05-11 13:30:00+00:00,135,25,14,1,0,2,0,0,5,48,0
2023-05-11 13:40:00+00:00,121,17,10,2,0,2,0,1,3,48,1
2023-05-11 13:50:00+00:00,140,17,7,0,0,1,0,1,5,50,0
2023-05-11 14:00:00+00:00,122,16,22,0,0,0,0,0,2,56,1
2023-05-11 14:10:00+00:00,96,26,10,0,0,0,0,0,12,54,1
2023-05-11 14:20:00+00:00,92,25,13,1,1,0,0,3,6,44,0
2023-05-11 14:30:00+00:00,149,26,17,2,0,0,0,0,6,45,1
2023-05-11 14:40:00+00:00,93,27,12,4,1,0,0,4,2,48,1
2023-05-11 14:50:00+00:00,140,26,9,0,0,0,1,0,4,51,0
2023-05-11 15:00:00+00:00,137,26,11,1,0,0,2,3,7,47,1
2023-05-11 15:10:00+00:00,114,26,20,1,1,0,0,3,3,31,3
2023-05-11 15:20:00+00:00,90,16,18,3,0,0,0,0,2,40,0
2023-05-11 15:30:00+00:00,33,11,20,2,0,0,0,0,1,6,1
2023-05-11 15:40:00+00:00,0,12,14,4,0,0,0,0,1,2,0
2023-05-11 15:50:00+00:00,1,9,16,3,0,0,0,0,0,1,0
2023-05-11 16:00:00+00:00,18,13,23,3,0,1,0,0,0,13,0
2023-05-11 16:10:00+00:00,71,18,14,1,0,0,1,3,1,41,1
2023-05-11 16:20:00+00:00,54,20,9,1,0,1,0,0,2,29,0
2023-05-11 16:30:00+00:00,94,22,13,2,0,0,0,2,1,50,0
2023-05-11 16:40:00+00:00,60,22,15,3,0,0,0,1,2,29,0
2023-05-11 16:50:00+00:00,71,20,10,0,0,0,0,4,6,30,0
2023-05-11 17:00:00+00:00,83,16,15,1,0,0,0,4,4,37,0
2023-05-11 17:10:00+00:00,93,10,14,1,0,1,0,1,4,27,0
2023-05-11 17:20:00+00:00,94,16,8,1,0,1,0,0,4,39,1
2023-05-11 17:30:00+00:00,68,15,8,0,0,1,0,3,1,36,1
2023-05-11 17:40:00+00:00,74,9,8,0,0,0,0,1,0,41,1
2023-05-11 17:50:00+00:00,92,5,10,0,0,0,0,0,1,37,0
2023-05-11 18:00:00+00:00,82,14,7,0,0,0,1,3,3,33,0
2023-05-11 18:10:00+00:00,72,9,6,1,0,0,0,1,1,44,1
2023-05-11 18:20:00+00:00,70,6,7,1,1,0,1,2,0,25,0
2023-05-11 18:30:00+00:00,75,6,7,0,0,0,0,0,1,23,0
2023-05-11 18:40:00+00:00,63,13,7,0,0,0,0,0,1,31,0
2023-05-11 18:50:00+00:00,51,11,7,0,0,2,0,9,0,20,1
2023-05-11 19:00:00+00:00,72,7,8,0,0,0,0,1,0,20,0
2023-05-11 19:10:00+00:00,59,14,6,0,0,0,1,1,0,32,1
2023-05-11 19:20:00+00:00,54,2,7,0,0,0,0,0,1,16,0
2023-05-11 19:30:00+00:00,68,10,7,1,0,0,1,0,3,19,3
2023-05-11 19:40:00+00:00,66,9,9,0,0,0,0,0,4,16,0
2023-05-11 19:50:00+00:00,59,7,1,0,0,0,1,0,6,26,0
2023-05-11 20:00:00+00:00,51,5,4,0,0,0,0,0,1,23,1
2023-05-11 20:10:00+00:00,49,6,5,0,0,0,0,0,0,21,0
2023-05-11 20:20:00+00:00,15,10,1,2,0,0,0,0,1,7,0
2023-05-11 20:30:00+00:00,10,9,4,2,0,0,0,0,0,10,0
2023-05-11 20:40:00+00:00,11,5,3,0,0,0,0,0,0,13,0
2023-05-11 20:50:00+00:00,7,6,2,1,0,0,0,0,0,9,0
2023-05-11 21:00:00+00:00,2,8,4,0,0,0,0,0,0,13,0
2023-05-11 21:10:00+00:00,4,6,7,0,0,0,0,0,0,7,0
2023-05-11 21:20:00+00:00,4,3,2,0,0,0,1,0,0,10,0
2023-05-11 21:30:00+00:00,8,1,6,0,0,0,0,0,1,11,0
2023-05-11 21:40:00+00:00,3,2,3,1,0,0,0,0,0,8,0
2023-05-11 21:50:00+00:00,7,2,3,0,0,0,0,0,0,6,0
2023-05-11 22:00:00+00:00,5,3,3,0,0,0,0,0,0,11,0
2023-05-11 22:10:00+00:00,6,2,3,0,0,0,0,0,1,4,0
2023-05-11 22:20:00+00:00,5,2,0,0,0,0,0,0,0,2,0
2023-05-11 22:30:00+00:00,1,3,0,0,0,0,0,0,0,7,0
2023-05-11 22:40:00+00:00,7,1,0,1,0,0,0,0,0,2,0
2023-05-11 22:50:00+00:00,0,3,3,2,0,0,0,0,0,3,0
2023-05-11 23:00:00+00:00,4,2,1,0,0,0,0,0,0,4,1
2023-05-11 23:10:00+00:00,4,2,1,0,0,0,0,0,0,3,0
2023-05-11 23:20:00+00:00,2,1,1,0,0,0,0,0,0,2,0
2023-05-11 23:30:00+00:00,4,2,1,0,0,0,0,0,0,4,0
2023-05-11 23:40:00+00:00,6,3,0,1,0,0,0,0,0,2,0
2023-05-11 23:50:00+00:00,2,2,2,0,0,0,0,0,0,0,0
2023-05-12 00:00:00+00:00,2,1,0,0,0,0,0,0,0,5,0
2023-05-12 00:10:00+00:00,4,2,2,0,0,0,0,0,0,2,0
2023-05-12 00:20:00+00:00,3,1,0,0,0,0,0,0,0,4,0
2023-05-12 00:30:00+00:00,2,0,0,1,0,0,0,0,0,0,0
2023-05-12 00:40:00+00:00,1,1,0,1,0,0,0,0,0,3,0
2023-05-12 00:50:00+00:00,3,0,0,0,0,0,0,0,0,0,0
2023-05-12 01:00:00+00:00,4,1,0,0,0,0,0,0,0,2,0
2023-05-12 01:10:00+00:00,3,0,2,0,0,0,1,0,0,3,0
2023-05-12 01:20:00+00:00,2,2,1,1,0,0,0,0,0,0,0
2023-05-12 01:30:00+00:00,1,1,0,0,0,0,0,0,0,3,0
2023-05-12 01:40:00+00:00,5,0,1,0,0,0,0,0,0,1,0
2023-05-12 01:50:00+00:00,1,2,0,0,0,0,0,0,0,1,0
2023-05-12 02:00:00+00:00,3,2,0,0,0,0,0,0,0,2,0
2023-05-12 02:10:00+00:00,4,2,0,1,0,0,0,0,0,2,0
2023-05-12 02:20:00+00:00,2,1,1,0,0,0,0,0,1,3,0
2023-05-12 02:30:00+00:00,5,2,1,0,0,0,0,0,0,2,0
2023-05-12 02:40:00+00:00,4,2,1,0,0,0,0,0,0,5,0
2023-05-12 02:50:00+00:00,4,4,0,0,0,0,0,0,0,1,0
2023-05-12 03:00:00+00:00,4,2,0,0,0,0,0,0,0,3,0
2023-05-12 03:10:00+00:00,4,5,0,1,0,0,0,0,0,9,0
2023-05-12 03:20:00+00:00,3,1,4,0,0,0,0,0,0,7,0
2023-05-12 03:30:00+00:00,4,3,4,3,0,0,0,0,0,7,0
2023-05-12 03:40:00+00:00,6,3,0,1,0,0,0,0,1,9,0
2023-05-12 03:50:00+00:00,6,8,3,1,0,0,0,0,0,11,0
2023-05-12 04:00:00+00:00,5,11,1,0,0,0,0,0,1,11,0
2023-05-12 04:10:00+00:00,4,7,3,2,0,0,0,0,1,10,0
2023-05-12 04:20:00+00:00,7,5,4,0,0,0,0,0,0,8,0
2023-05-12 04:30:00+00:00,7,10,6,1,0,0,0,0,1,11,0
2023-05-12 04:40:00+00:00,9,9,2,2,0,0,0,0,0,6,0
2023-05-12 04:50:00+00:00,13,8,9,3,0,0,0,0,0,7,0
2023-05-12 05:00:00+00:00,3,17,4,4,0,0,0,0,0,8,0
2023-05-12 05:10:00+00:00,31,16,9,3,0,0,0,0,2,16,0
2023-05-12 05:20:00+00:00,11,11,6,3,0,0,1,0,1,2,0
2023-05-12 05:30:00+00:00,6,8,12,3,0,0,0,0,2,6,0
2023-05-12 05:40:00+00:00,8,13,13,2,0,0,0,0,0,8,0
2023-05-12 05:50:00+00:00,63,13,12,3,0,0,0,1,1,25,0
2023-05-12 06:00:00+00:00,147,16,15,3,1,0,0,2,2,50,1
2023-05-12 06:10:00+00:00,141,28,18,2,1,0,0,1,2,54,0
2023-05-12 06:20:00+00:00,150,21,13,0,1,0,0,3,8,50,0
2023-05-12 06:30:00+00:00,109,25,15,4,0,0,1,6,2,51,0
2023-05-12 06:40:00+00:00,125,17,13,1,1,2,0,2,9,52,0
2023-05-12 06:50:00+00:00,108,29,7,1,1,2,0,5,5,42,0
2023-05-12 07:00:00+00:00,127,23,13,1,0,0,0,2,4,49,1
2023-05-12 07:10:00+00:00,134,17,13,5,0,1,0,3,3,56,1
2023-05-12 07:20:00+00:00,93,22,9,5,0,0,0,3,5,41,0
2023-05-12 07:30:00+00:00,109,23,14,2,1,1,0,6,3,47,1
2023-05-12 07:40:00+00:00,114,21,14,3,2,0,0,1,3,37,1
2023-05-12 07:50:00+00:00,110,21,11,4,0,1,0,0,2,35,0
2023-05-12 08:00:00+00:00,129,25,14,2,0,1,0,0,3,54,0
2023-05-12 08:10:00+00:00,127,21,9,4,0,1,0,1,4,55,0
2023-05-12 08:20:00+00:00,116,18,15,0,0,0,0,3,4,48,0
2023-05-12 08:30:00+00:00,104,24,10,0,1,0,0,1,3,36,0
2023-05-12 08:40:00+00:00,111,18,8,3,1,3,0,3,5,44,1
2023-05-12 08:50:00+00:00,106,29,7,2,0,1,0,1,6,42,0
2023-05-12 09:00:00+00:00,104,37,9,0,0,2,0,2,9,50,1
2023-05-12 09:10:00+00:00,103,22,8,0,2,1,0,5,5,41,3
2023-05-12 09:20:00+00:00,99,16,6,0,0,2,0,5,3,43,1
2023-05-12 09:30:00+00:00,117,14,9,2,0,0,0,3,1,49,0
2023-05-12 09:40:00+00:00,99,19,5,2,1,0,0,1,2,38,0
2023-05-12 09:50:00+00:00,107,24,12,1,0,0,0,2,2,40,0
2023-05-12 10:00:00+00:00,115,23,7,3,0,0,0,0,5,43,0
2023-05-12 10:10:00+00:00,86,22,10,2,0,2,1,5,7,40,1
2023-05-12 10:20:00+00:00,99,19,7,1,0,0,0,0,4,41,0
2023-05-12 10:30:00+00:00,109,19,8,4,0,2,0,0,7,48,1
2023-05-12 10:40:00+00:00,112,23,3,1,0,0,0,0,5,62,0
2023-05-12 10:50:00+00:00,90,24,9,1,0,1,0,0,3,55,0
2023-05-12 11:00:00+00:00,114,27,8,1,0,3,0,3,0,47,0
2023-05-12 11:10:00+00:00,102,27,6,1,0,1,0,1,5,63,1
2023-05-12 11:20:00+00:00,116,29,10,2,0,1,0,2,2,35,2
2023-05-12 11:30:00+00:00,105,21,4,2,0,0,0,4,3,48,0
2023-05-12 11:40:00+00:00,122,18,7,3,0,0,0,1,3,48,1
2023-05-12 11:50:00+00:00,127,21,5,1,1,0,0,8,3,45,2
2023-05-12 12:00:00+00:00,130,24,7,1,0,0,0,0,5,57,2
2023-05-12 12:10:00+00:00,107,16,6,1,0,0,0,0,6,44,3
2023-05-12 12:20:00+00:00,127,15,7,1,0,0,0,0,3,41,0
2023-05-12 12:30:00+00:00,114,12,7,0,0,0,0,1,2,49,3
2023-05-12 12:40:00+00:00,114,23,6,1,0,2,1,1,6,61,5
2023-05-12 12:50:00+00:00,111,20,9,3,0,1,0,2,3,50,2
2023-05-12 13:00:00+00:00,105,16,13,1,1,2,0,1,6,38,2
2023-05-12 13:10:00+00:00,101,19,14,0,0,0,0,0,2,53,2
2023-05-12 13:20:00+00:00,113,21,12,1,0,1,0,0,4,36,0
2023-05-12 13:30:00+00:00,114,19,19,0,0,0,0,4,4,40,0
2023-05-12 13:40:00+00:00,111,37,5,4,0,0,1,0,8,38,1
2023-05-12 13:50:00+00:00,112,19,7,0,1,1,0,1,3,43,0
2023-05-12 14:00:00+00:00,98,24,6,0,0,3,0,0,4,55,1
2023-05-12 14:10:00+00:00,115,27,8,1,0,0,0,2,9,54,0
2023-05-12 14:20:00+00:00,107,23,16,0,0,1,0,0,1,52,0
2023-05-12 14:30:00+00:00,101,26,13,1,0,1,0,0,3,41,1
2023-05-12 14:40:00+00:00,114,18,11,0,1,1,0,5,2,65,3
2023-05-12 14:50:00+00:00,129,23,7,1,0,0,0,1,7,44,0
2023-05-12 15:00:00+00:00,115,22,17,0,0,0,0,1,4,40,0
2023-05-12 15:10:00+00:00,108,25,8,0,0,0,0,2,5,50,0
2023-05-12 15:20:00+00:00,105,15,7,1,0,0,0,1,9,50,1
2023-05-12 15:30:00+00:00,92,27,9,0,0,1,0,2,4,40,1
2023-05-12 15:40:00+00:00,108,18,10,1,1,0,0,0,2,47,0
2023-05-12 15:50:00+00:00,108,24,10,0,0,0,0,3,6,44,1
2023-05-12 16:00:00+00:00,140,20,13,0,0,0,0,2,1,47,0
2023-05-12 16:10:00+00:00,120,24,16,0,0,0,0,6,3,30,1
2023-05-12 16:20:00+00:00,113,22,13,1,0,0,0,2,4,42,1
2023-05-12 16:30:00+00:00,102,19,5,1,0,1,0,3,2,48,0
2023-05-12 16:40:00+00:00,101,35,6,1,0,0,0,0,6,43,1
2023-05-12 16:50:00+00:00,100,24,6,0,0,0,1,0,2,43,2
2023-05-12 17:00:00+00:00,123,15,11,1,0,0,1,0,3,47,2
2023-05-12 17:10:00+00:00,84,22,10,1,0,2,0,0,4,32,0
2023-05-12 17:20:00+00:00,94,14,7,0,1,0,1,2,1,36,0
2023-05-12 17:30:00+00:00,104,22,5,0,1,0,0,1,2,27,3
2023-05-12 17:40:00+00:00,107,17,6,0,0,0,0,2,2,40,1
2023-05-12 17:50:00+00:00,86,10,9,0,1,0,0,2,2,31,1
2023-05-12 18:00:00+00:00,91,10,7,1,0,0,0,0,4,27,1
2023-05-12 18:10:00+00:00,82,9,8,0,0,0,0,0,2,31,0
2023-05-12 18:20:00+00:00,94,12,5,0,0,0,0,3,0,27,0
2023-05-12 18:30:00+00:00,85,13,11,0,0,1,0,0,6,22,0
2023-05-12 18:40:00+00:00,66,13,2,0,0,0,0,1,0,33,0
2023-05-12 18:50:00+00:00,62,10,5,0,0,1,1,4,0,27,2
